,name,brain_neurons,left,right,sink,preliminary_LN,partially_differentiated,motor,unsplittable,class1,all_class1,n_class1,class2,all_class2,n_class2,merge_class,paper_clustered_neurons,center,ipsilateral_axon,contralateral_axon,bilateral_axon,incomplete,MBON_special-cases,accessory_neurons,duplicated_neurons,developmental_defect,missing_axon,missing_dendrite,duplicated_neurons_to_delete,brain_and_inputs,very_incomplete,axon_lat,outputs,inputs,a1_ascending,sensory,a1_sensory,reconstruction_incomplete,io,sensories,PNs,LHNs,MBINs,KCs,MB-FBNs,CNs,dSEZs,dVNCs,RGNs,pre-dVNCs,ascendings,MBONs,pre-dSEZs,FFNs,PNs-somato,LNs,simple_group,all_simple_groups,n_simple_groups,color,hemisphere,pair,pair_id,lineage,axon_output,axon_input,dendrite_output,dendrite_input,considered,selected,selected_lcc,sum_walk_sort,predicted_pair,predicted_pair_id,has_valid_predicted_pair,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,has_embedding,dc_level_1_n_components=10_min_split=32,dc_level_2_n_components=10_min_split=32,dc_level_3_n_components=10_min_split=32,dc_level_4_n_components=10_min_split=32,dc_level_5_n_components=10_min_split=32,dc_level_6_n_components=10_min_split=32,dc_level_7_n_components=10_min_split=32,dc_level_8_n_components=10_min_split=32,dc_level_0_n_components=10_min_split=32,sum_signal_flow,sum_signal_flow_asc,sum_rank_signal_flow,_inds
2260755,DH44 1 right,True,False,True,False,False,False,False,False,RGN,['RGN'],1,,[],0,RGN,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,unk,True,False,False,False,False,False,output,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,RGNs,['RGNs'],1,#9467BD,R,10418394,413,Dilp_r,9.0,1.0,1.0,55.0,True,True,True,1.0,10418394.0,413.0,True,-0.0004040926415893,0.003020029457462,-0.0019326403670071,-0.0018638054569093,0.0022813326083974,-0.0055517482999959,-0.0046314929177346,-0.0054851205833867,0.0060050898214828,0.0016082894031966,0.0035430243019816,-0.0017999650698715,0.0003101647021147,-0.0021962721355545,0.0007707228737542,-0.001671695851418,True,1.0,4.0,10.0,21.0,44.0,85.0,146.0,213.0,0.0,-0.9601807469987989,0.9601807469987989,2531.0,2323
17437725,Ouroboros right,True,False,True,False,False,False,False,False,LHN,['LHN'],1,,[],0,LHN,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,LHNs,['LHNs'],1,#D4E29E,R,10427055,414,CM13_lat_r,228.0,46.0,11.0,88.0,True,True,True,0.5714285714285714,10427055.0,414.0,True,-0.0247766021288507,0.1067895791253928,-0.0339645923960467,-0.0264382748806631,-0.0192484831549191,0.0544803798103849,0.0514030790847337,-0.0368291162809728,-0.0825056478723585,-0.0529165879582067,-0.0441758140924141,0.044375693936506,-0.0219683171741304,0.0171690822121328,-0.0066389157299292,0.0142169694575759,True,2.0,6.0,14.0,30.0,61.0,112.0,179.0,179.0,0.0,-0.4831000777270401,0.4831000777270401,1992.0,1785
16540741,CPf contralateral 1 right,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,pre-dVNCs,['pre-dVNCs'],1,#E0B1AD,R,10447988,415,CPf_r,180.0,24.0,0.0,60.0,True,True,True,0.8181818181818181,10447988.0,415.0,True,-0.0032199565865308,0.019806758358119,-0.0088732058488133,0.0469374533108325,-0.0466154218094139,-0.0284981683318119,0.0089928344697682,0.0273240426627232,0.0135992381549808,0.0221707395335516,0.018890273362787,-0.0148329099803562,0.0095875196365124,0.0077746095593583,0.0053774477998053,0.0435594464109629,True,1.0,3.0,8.0,17.0,36.0,73.0,130.0,202.0,0.0,-0.6777176756716895,0.6777176756716895,2209.0,1705
17658948,CP crossover right,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,pre-dVNCs,['pre-dVNCs' 'pre-dSEZs'],2,#E0B1AD,R,10449035,416,CPf_r,148.0,27.0,2.0,30.0,True,True,True,0.8571428571428572,10449035.0,416.0,True,-0.0016389103709141,0.0229235983590948,-0.0144492922129092,-0.0240663991019177,-0.0267360753730784,-0.0459323240271296,-0.0427678127661742,-0.0688438440480813,-0.0143544859087334,-0.0084489967191881,0.0189143780275807,-0.0011361811272381,0.0604913852399869,0.0534865504114457,0.0347406669927875,-0.0028116150236421,True,1.0,3.0,7.0,15.0,31.0,64.0,116.0,187.0,0.0,-0.2434396666179503,0.2434396666179503,1678.0,1685
13535380,IPC pair 2; IPC 1 right,True,False,True,False,False,False,False,False,RGN,['RGN'],1,IPC,['RGN_subclass_IPC'],1,RGN-IPC,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,unk,True,False,False,False,False,False,output,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,RGNs,['RGNs'],1,#9467BD,R,10459723,417,Dilp_r,13.0,1.0,4.0,82.0,True,True,True,1.0,10459723.0,417.0,True,-0.0017439603372151,0.0124567543509773,-0.0089829070550775,-0.0197067356716108,0.0152025376945197,-0.0168961391870948,-0.0012851363658251,-0.0046561262088205,0.0309389269464578,-0.0036391191165243,0.0242122487784406,-0.0211571050493456,-0.020232642011775,0.0041876527142776,0.0175095854701663,-0.0172383531235019,True,1.0,3.0,7.0,15.0,32.0,66.0,119.0,194.0,0.0,-1.330518535498706,1.330518535498706,2773.0,2490
16355225,DPMpl12 Hook 1 right,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,pre-dVNCs,['pre-dVNCs'],1,#E0B1AD,R,10473853,418,DPMpl12_r,134.0,3.0,0.0,61.0,True,True,True,0.8333333333333334,10473853.0,418.0,True,-0.0031438933507539,0.0105831711757418,-0.0089417854792868,0.0185191888625959,-0.030836480060503,-0.0105536529266121,0.0187838295556315,-0.0079477138093961,-0.001105645255781,-0.025637599877643,0.0038715626345263,-0.0033585384567341,-0.013196536137462,0.0097635834722461,0.0099090140995656,-0.0373093521224977,True,1.0,3.0,8.0,18.0,38.0,78.0,137.0,210.0,0.0,-0.7171121746709188,0.7171121746709188,2259.0,1749
17455871,BLVp bonsai right,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,pre-dVNCs,['pre-dVNCs'],1,#E0B1AD,R,10523825,419,BLVp2_r,260.0,9.0,0.0,162.0,True,True,True,0.7857142857142857,10523825.0,419.0,True,-0.0032137527572779,0.0229500690442521,-0.003115313611121,-0.0188314010088327,-0.0651027994646317,0.0038040249276485,-0.0015807945002523,-0.0924788690342592,-0.0344566419154119,-0.0318169657433033,0.0116346324063262,0.0092075695687366,-0.0177550678841197,0.067661613637854,0.0660274881043212,-0.0296781039322068,True,1.0,3.0,7.0,15.0,31.0,64.0,115.0,186.0,0.0,-0.6462822545304938,0.6462822545304938,2186.0,1793
7573476,CP descending contralateral 3 right,True,False,True,False,False,False,False,False,dSEZ,['dSEZ'],1,,[],0,dSEZ,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,True,False,False,False,False,False,output,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,dSEZs,['dSEZs'],1,#D88052,R,10527147,420,CPf_r,61.0,4.0,0.0,108.0,True,True,True,1.0,10527147.0,420.0,True,0.0001354651885834,0.0042129413042342,-0.0021971551053749,-0.0117782282303408,-0.0146923643408975,-0.0129483702734139,-0.0314176622386906,0.0184666034654356,-0.0084219694754841,-0.0017452067502061,0.0007339264394782,-0.0004609913090129,0.0044341951809716,0.0031135608565126,0.0035899453450505,0.0228788088971993,True,1.0,4.0,10.0,22.0,45.0,88.0,88.0,88.0,0.0,-0.7754354341838523,0.7754354341838523,2335.0,2174
8932110,Cheech right,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,#ACAAC8,R,10540188,421,BLP12_r,257.0,38.0,2.0,112.0,True,True,True,0.3603896103896103,10540188.0,421.0,True,-0.0097721972444206,0.0611996531156876,0.0379428717920033,-0.0920855528273797,-0.0830643057456863,0.0942111899877646,0.0519213074263874,-0.0113451532086818,0.0350915918823387,0.050954876021829,-0.0707837556485681,0.0423994642730624,0.0001141455911179,-0.0090323056411794,-0.0321160990360319,-0.0098889806624818,True,2.0,5.0,12.0,26.0,54.0,100.0,166.0,236.0,0.0,0.2964666543591406,-0.2964666543591406,1044.0,2724
11464638,DPMpl lat 7_right,True,False,True,False,False,False,False,False,CN,['CN'],1,,[],0,CN,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,CNs,['CNs' 'pre-dSEZs'],2,#8C7700,R,10543751,422,DPMpl12_r,258.0,52.0,0.0,218.0,True,True,True,0.6,10543751.0,422.0,True,-0.0529450796429879,0.1267434644076756,-0.048989283110209,-0.0280414319640409,-0.0265420082629429,0.0699889427348543,0.0767744523425891,-0.0328517439505713,-0.1281988404402326,-0.085739733131649,-0.0200958663484414,0.0453937359510829,-0.0063075596929455,0.0057576505607855,-0.0054328315934972,0.0468117758041909,True,2.0,6.0,13.0,28.0,58.0,106.0,172.0,241.0,0.0,-0.6195190962257846,0.6195190962257846,2155.0,2532
8496618,DNs-17_right,True,False,True,False,False,False,False,False,dVNC,['dVNC'],1,,[],0,dVNC,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,True,False,False,False,False,False,output,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,dVNCs,['dVNCs' 'pre-dVNCs' 'pre-dSEZs'],3,#A52A2A,R,10553248,423,CM4-dm_r,661.0,56.0,106.0,277.0,True,True,True,0.9,10553248.0,423.0,True,-0.0014538614546545,0.0280811313813217,-0.0256346959146973,0.1071934402195337,-0.1581678939203703,-0.1271091783202945,0.0535578919671311,0.00922651275183,0.1290961463373121,-0.011385801795676,-0.0477860717064929,0.039294199680014,-0.0311957577131862,0.0482265078420813,0.0424086531780277,0.1414576538569032,True,1.0,3.0,8.0,17.0,36.0,73.0,129.0,129.0,0.0,-1.6473819753569807,1.6473819753569807,2871.0,2837
5247102,picky 4 right,True,False,True,False,False,False,False,False,pLN,['pLN'],1,,[],0,pLN,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,LNs,['pre-dSEZs' 'LNs'],2,#63878a,R,10555409,424,BAla12_r,348.0,34.0,181.0,323.0,True,True,True,0.1999999999999999,10555409.0,424.0,True,-0.0128130135856217,0.141125544653052,0.2987303430696606,0.1134021223246633,0.0707123496341718,-0.0665956231181268,-0.0425399259891434,0.0065823709191014,-0.0344468750521826,-0.0229209405701951,-0.0307213050521285,-0.0639561931915822,0.0021921858136925,0.0009106579345341,0.0584978165263283,0.0031725321606111,True,2.0,5.0,12.0,25.0,51.0,51.0,51.0,51.0,0.0,1.3003099974106085,-1.3003099974106085,299.0,2056
13535387,DH44 3 right,True,False,True,False,False,False,False,False,RGN,['RGN'],1,,[],0,RGN,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,unk,True,False,False,False,False,False,output,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,RGNs,['RGNs'],1,#9467BD,R,10563755,425,Dilp_r,10.0,1.0,0.0,60.0,True,True,True,1.0,10563755.0,425.0,True,-0.0006574377503556,0.0038028414042261,-0.0030910078642714,-0.0031060635551576,0.0028053155873751,-0.0054567058072694,-0.0049903346059803,-0.0005870705158629,0.0039116640336219,-0.0027276684920242,0.001558202479236,-0.0009707442688721,0.0002759516540957,-0.004196090192123,-0.0008701654232404,-0.0062207245739499,True,1.0,4.0,10.0,21.0,44.0,85.0,146.0,214.0,0.0,-0.5756426246211039,0.5756426246211039,2097.0,2518
2667980,DPMm1 horseshoe 2 right,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,#ACAAC8,R,10568310,426,DPMm1_r,60.0,17.0,0.0,46.0,True,True,True,0.7142857142857143,10568310.0,426.0,True,-0.0019493843770103,0.0160692053278665,-0.0112107513263023,-0.0032599372825188,-0.0009450457634139,-0.0294992839582337,-0.0201416133982733,-0.0445739726115326,-0.0011864738572734,0.0141875485386289,0.0099390972927886,-0.0066109492688567,0.0401766966245097,0.0129931837591398,0.0092002680030077,-0.0330079635296087,True,1.0,3.0,7.0,15.0,31.0,64.0,116.0,187.0,0.0,-1.0938278903952232,1.0938278903952232,2643.0,2263
13564607,DPMm1_1_right - ipsi cross-layer CC,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,pre-dVNCs,['pre-dVNCs' 'pre-dSEZs'],2,#E0B1AD,R,10581624,427,DPMm1_r,51.0,59.0,12.0,215.0,True,True,True,1.0,10581624.0,427.0,True,-0.0077076171834263,0.0404871826741919,-0.028252215031881,0.0668661428158532,-0.1093160730436997,-0.0372200452332914,0.0203974586966965,-0.039657205550725,0.0185733208960981,-0.04801499257023,0.0092669057140528,0.0019189879416163,0.0104400398644408,-0.0345468606772676,-0.0254809523829868,0.0096695941091074,True,1.0,3.0,8.0,17.0,36.0,74.0,131.0,204.0,0.0,-1.5536142181721315,1.5536142181721315,2854.0,2516
11306294,DPMm1 FB1_right,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,pre-dVNCs,['pre-dVNCs' 'pre-dSEZs'],2,#E0B1AD,R,10583715,428,DPMm1_r,152.0,34.0,0.0,101.0,True,True,True,1.0,10583715.0,428.0,True,-0.0072873926782593,0.0483927959009935,-0.0315837539835677,-0.0177503017842393,0.0028727839004416,-0.0756119366056899,-0.0557031078235676,-0.1186103951376794,0.0116196091115921,0.033453122136846,0.0213482751931588,-0.0199103673080695,0.0667986653054952,0.0248805729450038,0.0229441478057402,-0.0834061909935184,True,2.0,6.0,14.0,29.0,60.0,109.0,177.0,247.0,0.0,-1.020152592583653,1.020152592583653,2587.0,2538
13411445,DPMm1_2 right ipsi cross-layer CC,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,pre-dVNCs,['pre-dVNCs' 'pre-dSEZs'],2,#E0B1AD,R,10596949,429,DPMm1_r,226.0,61.0,0.0,155.0,True,True,True,0.8,10596949.0,429.0,True,-0.0056903430915905,0.0398789655201659,-0.0136979352464385,0.0195819470726957,-0.0854668702752436,-0.0422428185712508,-0.0067199888247192,-0.1203032480475902,-0.0497010442494349,-0.0980028621940462,0.0297498742501157,0.012790502314242,0.0634323598077323,0.0328116863546753,0.0281408600129898,-0.1054586818123086,True,2.0,6.0,14.0,29.0,59.0,107.0,173.0,173.0,0.0,-0.8761192185750504,0.8761192185750504,2447.0,2472
8571259,DPMm1 4_right ,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,pre-dVNCs,['pre-dVNCs' 'pre-dSEZs'],2,#E0B1AD,R,10600188,430,DPMm1_r,326.0,40.0,17.0,108.0,True,True,True,0.8,10600188.0,430.0,True,-0.0023260453608855,0.0364051503815483,-0.017222986820008,-0.0128959884001256,-0.078329587513812,-0.050096008573243,-0.046933887482474,-0.1483826600858381,-0.0282109262158264,-0.0026194297129245,0.0220153130213785,0.0121064641728859,0.0771580588592485,0.0838662410026235,0.0610867240698147,0.0030177928320705,True,1.0,3.0,7.0,15.0,31.0,64.0,115.0,186.0,0.0,-0.4542152144474441,0.4542152144474441,1956.0,2825
6114695,CM4-dm Switcheroo 2 right; DPMpm b 5; CM4 dor pos 5,True,False,True,False,False,False,False,False,dVNC,['dVNC'],1,,[],0,dVNC,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,True,False,False,False,False,False,output,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,dVNCs,['dVNCs' 'pre-dSEZs'],2,#A52A2A,R,10609443,431,unk,238.0,27.0,13.0,75.0,True,True,True,0.875,10609443.0,431.0,True,-0.0002284781998511,0.0129881892334406,-0.0074534296657977,-0.0178797011725301,-0.0206565734111559,-0.0316735319925172,-0.05289106341862,0.0249078904229446,-0.0134970074166523,0.0046606565203226,0.0113698404806116,-0.0091631846438578,0.0158308758780936,-0.0069377182724049,-0.0096134219737067,0.0887773413932341,True,1.0,3.0,7.0,16.0,33.0,68.0,121.0,196.0,0.0,-0.7018825080147616,0.7018825080147616,2240.0,1978
12122924,CZ2_right,True,False,True,False,False,False,False,False,FBN,['FBN'],1,,[],0,FBN,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,False,False,False,False,False,False,inter,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,MB-FBNs,['MB-FBNs' 'pre-dVNCs' 'pre-dSEZs' 'PNs-somato'],4,#C144BC,R,10612094,432,unk,318.0,35.0,76.0,213.0,True,True,True,0.5555555555555556,10612094.0,432.0,True,-0.0099826144898583,0.0677433091063836,-0.0148666594998432,0.0239347821977243,-0.0945808077990474,-0.042448431951247,0.0167556900081381,-0.0125459808229838,0.0324361354584181,0.016391879234117,0.0056626271092026,-0.0033937118904659,0.1100983998192438,-0.012764750014055,-0.0229250053419232,0.0629975292937297,True,1.0,3.0,7.0,15.0,31.0,63.0,63.0,63.0,0.0,-0.3423660199022363,0.3423660199022363,1806.0,2569
13045287,DPLc post intlat 1 Right,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,#ACAAC8,R,10658673,433,DPLc_post_int_r,159.0,10.0,3.0,82.0,True,True,True,0.5,10658673.0,433.0,True,-0.0078950043945113,0.0396763033469949,-0.0049505860418485,-0.0435895435467262,0.0213587308451273,0.0183463593327485,0.0240011997946003,0.0525315753999857,0.0353082108479855,-0.0481159443907788,0.0762614365593628,-0.0651699406408401,-0.066208399653687,0.0527641013278808,0.0447094265970181,0.005316576588558,True,2.0,6.0,14.0,30.0,62.0,113.0,181.0,181.0,0.0,0.0223513877864147,-0.0223513877864147,1370.0,2477
16856539,BL4_right; CM13 med 2,True,False,True,False,False,False,False,False,FBN,['FBN'],1,,[],0,FBN,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,False,False,False,False,False,False,inter,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,MB-FBNs,['MB-FBNs' 'pre-dVNCs' 'pre-dSEZs'],3,#C144BC,R,10682660,434,CM13_med_r,341.0,90.0,147.0,243.0,True,True,True,0.7857142857142857,10682660.0,434.0,True,-0.0137090089764975,0.0556457276985348,-0.0559699154485965,0.1730199234059603,-0.2027316392656784,-0.1241896068496189,0.1161736627607933,0.063495491351318,0.1343810967067033,-0.0158403840057581,-0.0114784391756117,-0.021479156937478,-0.0514720183004211,-0.0451337984258395,-0.0393763477200061,-0.020885069998417,True,1.0,3.0,8.0,17.0,35.0,71.0,128.0,199.0,0.0,-1.2673282934036243,1.2673282934036243,2748.0,1509
14206030,AQ ;  DPMpm2_1_right,True,False,True,False,False,False,False,False,CN,['CN'],1,,[],0,CN,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,CNs,['CNs' 'pre-dVNCs' 'pre-dSEZs'],3,#8C7700,R,10702736,435,DPMpm2_r,284.0,80.0,15.0,278.0,True,True,True,0.6666666666666666,10702736.0,435.0,True,-0.0246384596233105,0.1113623608152868,-0.0199115178081786,-0.0070244214323509,-0.0605110529127159,0.0155916183579896,0.032976043178612,-0.0905426437630068,-0.0883431781001614,-0.247767327168678,0.0660023464680892,-0.0058547777900258,0.0642337715650331,-0.0854821547770171,-0.046892432506662,-0.0696525841510211,True,2.0,6.0,13.0,28.0,58.0,106.0,172.0,241.0,0.0,-0.8133067307022367,0.8133067307022367,2384.0,2658
18142558,CM4 do pos 3 right,True,False,True,False,False,False,False,False,LHN,['LHN'],1,,[],0,LHN,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,LHNs,['LHNs'],1,#D4E29E,R,10710503,436,unk,238.0,55.0,7.0,132.0,True,True,True,0.4166666666666666,10710503.0,436.0,True,-0.0151192027235154,0.1111316343343769,-0.0028299518601332,-0.1197031075839607,0.0485792230064367,-0.0478905851939923,0.0340524380146367,0.0225702623619833,0.1007141058191674,-0.0315893820959714,0.0849101703420447,-0.1010708038723067,0.03512095518523,-0.0228023171767188,-0.0104741895819936,-0.0653891565036207,True,2.0,6.0,14.0,30.0,61.0,112.0,180.0,249.0,0.0,-0.1054244660602076,0.1054244660602076,1506.0,1905
2911847,DPlal simple bilateral 3 right; BPL to lateral bilateral right,True,False,True,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,PNs-somato,['PNs-somato'],1,#21CEF7,R,10714526,437,unk,206.0,22.0,0.0,243.0,True,True,True,0.3333333333333333,10714526.0,437.0,True,0.000157595816559,0.0081031871937447,0.0020967298334219,-0.0358977257132621,-0.0500162629089307,-0.0307515435309969,-0.1058663599685409,0.1181794679027858,-0.0411367666701221,-0.0320047808417154,-0.0546319989340667,0.0685977418946163,-0.012680539986287,0.0081228184740056,0.04363989379424,-0.1201126806695649,True,1.0,4.0,10.0,22.0,46.0,90.0,90.0,90.0,0.0,0.7465088690582855,-0.7465088690582855,622.0,2215
3595837,DPMm1 Brain descending into VNC right,True,False,True,False,False,False,False,False,dVNC,['dVNC'],1,,[],0,dVNC,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,True,False,False,False,False,False,output,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,dVNCs,['dVNCs'],1,#A52A2A,R,10716080,438,DPMm1_r,203.0,20.0,42.0,79.0,True,True,True,0.8333333333333334,10716080.0,438.0,True,-0.0006623751519204,0.0105426645582704,-0.0070511726373489,-0.0068933342650012,-0.0117272786094208,-0.0252768582559134,-0.0170694791389433,-0.0129152804728938,0.0106063293444331,0.0051523411447289,0.0058365878031484,-0.0028556691800562,0.0108422485530631,0.0067696559106625,0.0062978558508232,0.0082183767471978,True,1.0,3.0,7.0,16.0,33.0,68.0,121.0,195.0,0.0,-0.2081841117310882,0.2081841117310882,1633.0,2420
3598000,DPMm1 Brain descending into VNC 2 right,True,False,True,False,False,False,False,False,dVNC,['dVNC'],1,,[],0,dVNC,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,True,False,False,False,False,False,output,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,dVNCs,['dVNCs'],1,#A52A2A,R,10728318,439,DPMm1_r,196.0,30.0,35.0,46.0,True,True,True,0.9166666666666666,10728318.0,439.0,True,-0.0004848771366539,0.0092347443012152,-0.0059301205318456,-0.0010215051036155,-0.0141764360233539,-0.0207782579045246,-0.0122101222663441,-0.0081400636417683,0.0065300293815345,0.0027325770653071,-0.0027800504235354,0.0043518075294051,0.0061434750052907,0.0033173566594951,0.0047709872023065,0.0050802070106574,True,1.0,3.0,7.0,16.0,33.0,68.0,121.0,195.0,0.0,-0.6195771032620974,0.6195771032620974,2156.0,2419
2655798,DPMm1 ipsilateral descending right,True,False,True,False,False,False,False,False,dSEZ,['dSEZ'],1,,[],0,dSEZ,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,True,False,False,False,False,False,output,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,dSEZs,['dSEZs'],1,#D88052,R,10728323,440,DPMm1_r,75.0,18.0,0.0,75.0,True,True,True,1.0,10728323.0,440.0,True,0.0002234379482556,0.0051496804170756,-0.0029621310297386,-0.0116850382662901,-0.0188397655804394,-0.0177125603006539,-0.0349148539025943,0.0174409164099101,-0.0106460759366687,0.000102053110209,-0.000864908446604,0.0011126836926517,0.0070443194402169,0.0024617345637485,0.0002834870855061,0.0381844117606734,True,1.0,3.0,7.0,16.0,33.0,68.0,121.0,196.0,0.0,-0.7649765918564776,0.7649765918564776,2323.0,2300
18464581,MDNa_right; pair 2 right,True,False,True,False,False,False,False,False,dVNC,['dVNC' 'CX'],2,,[],0,dVNC,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,True,False,False,False,False,False,output,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,dVNCs,['dVNCs'],1,#A52A2A,R,10728328,441,DPMm1_r,466.0,87.0,0.0,290.0,True,True,True,0.8333333333333334,10728328.0,441.0,True,-0.0016651679165803,0.0191936411939263,-0.0191014848396159,0.0684634838000147,-0.1044901916102056,-0.0846615861991782,0.0278800183185902,-0.0061462193530575,0.0778113003764975,0.010802508188416,-0.0405999608890113,0.0392059091809294,0.0044491176157918,0.0547407452664695,0.0435124703409088,0.1619339881132367,True,1.0,3.0,8.0,17.0,36.0,73.0,130.0,201.0,0.0,-1.856417686599647,1.856417686599647,2912.0,1813
13557064,MDNb_right; pair 1 right,True,False,True,False,False,False,False,False,dVNC,['dVNC' 'CX'],2,,[],0,dVNC,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,True,False,False,False,False,False,output,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,dVNCs,['dVNCs' 'pre-dVNCs'],2,#A52A2A,R,10728333,442,DPMm1_r,630.0,79.0,3.0,397.0,True,True,True,0.9090909090909092,10728333.0,442.0,True,-0.0027995478053755,0.026919164799276,-0.0266650543721898,0.087414334417421,-0.1310500016178238,-0.0961272962670732,0.0312280799654765,-0.008858081989538,0.0911008096210797,0.0153588574641318,-0.0455889311093191,0.0448521859760455,0.0050382223636376,0.0557743197391408,0.0443955672191955,0.183036742606575,True,1.0,3.0,8.0,17.0,36.0,73.0,130.0,201.0,0.0,-1.821332665568543,1.821332665568543,2904.0,2517
